MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,Age_House,Age_Renovation,Garage_age,TotalSF
RL,68.0,10769,1,1,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,8,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,0,2,20.0,6,0.0,846.0,866.0,GasA,0,1,SBrkr,866,902,0,1768,0.0,0.0,2,1,3,1,2,7,6,0,3,Attchd,2,2.0,578.0,5,2,144,105,0,0,0,3,4,None,0,3,WD,Normal,212000.0,13,13,13.0,2634.0
RL,66.482,11616,1,1,0,Lvl,AllPub,CulDSac,0,Sawyer,Norm,Norm,1Fam,2Story,6,4,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,4,CBlock,4,4,2,5,438.0,6,0.0,234.0,672.0,GasA,4,1,SBrkr,672,714,0,1386,0.0,0.0,2,1,3,1,3,6,6,1,5,Attchd,0,2.0,440.0,5,2,335,0,0,0,0,3,0,None,0,4,WD,Abnorml,158900.0,42,42,42.0,2058.0
FV,24.0,2280,1,2,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,7,4,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,3,4,PConc,2,4,3,0,549.0,6,0.0,195.0,744.0,GasA,2,1,SBrkr,757,744,0,1501,0.0,0.0,2,1,3,1,3,6,6,0,3,Detchd,3,2.0,440.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Normal,179400.0,21,21,21.0,2245.0
RL,65.0,12257,1,1,0,Lvl,AllPub,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,2,4,PConc,2,4,0,3,56.0,0,64.0,1198.0,1318.0,GasA,0,1,SBrkr,1328,1203,0,2531,0.0,0.0,2,1,4,1,2,9,6,1,5,Attchd,2,3.0,752.0,5,2,222,98,0,0,0,3,4,None,0,1,WD,Normal,290000.0,25,25,25.0,3849.0
RL,70.0,9100,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,5,612.0,6,0.0,252.0,864.0,GasA,0,1,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,3,1.0,300.0,0,2,0,0,0,0,0,3,4,Shed,450,3,WD,Normal,127500.0,61,61,12.0,1728.0
RM,60.0,6911,1,1,3,Lvl,AllPub,FR2,0,BrkSide,Feedr,Norm,1Fam,1Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,2,3,405.0,6,0.0,740.0,1145.0,GasA,4,1,SBrkr,1301,0,0,1301,0.0,0.0,1,0,2,1,1,5,2,0,3,Detchd,3,2.0,440.0,5,2,0,0,0,0,0,3,4,None,0,3,WD,Normal,100000.0,96,70,55.0,2446.0
FV,72.0,8640,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,2,2,24.0,6,0.0,732.0,756.0,GasA,0,1,SBrkr,764,783,0,1547,0.0,0.0,2,1,3,1,2,7,6,0,3,Attchd,3,2.0,614.0,5,2,169,45,0,0,0,3,4,None,0,4,Con,Normal,215200.0,11,11,11.0,2303.0
RL,82.0,9430,1,1,3,Lvl,AllPub,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,2,4,PConc,2,4,2,2,1163.0,6,0.0,89.0,1252.0,GasA,0,1,SBrkr,1268,1097,0,2365,1.0,0.0,2,1,3,1,2,8,6,1,2,Attchd,2,3.0,856.0,5,2,0,128,0,0,180,3,4,None,0,3,WD,Normal,337000.0,21,21,21.0,3617.0
RL,30.0,9549,1,1,0,Lvl,AllPub,CulDSac,0,Veenker,Norm,Norm,TwnhsE,1Story,8,4,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,2,PConc,2,1,0,3,437.0,2,1057.0,0.0,1494.0,GasA,0,1,SBrkr,1494,0,0,1494,1.0,0.0,1,1,2,1,0,6,6,1,2,Attchd,0,2.0,481.0,5,2,0,30,0,0,216,3,4,None,0,0,WD,Normal,270000.0,25,24,25.0,2988.0
RL,75.0,14587,1,1,0,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,9,4,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1498.0,1498.0,GasA,0,1,SBrkr,1506,0,0,1506,0.0,0.0,2,0,2,1,0,6,6,1,2,Attchd,0,2.0,592.0,5,2,0,174,0,0,0,3,4,None,0,2,New,Partial,264132.0,12,12,12.0,3004.0
RL,80.0,10421,1,1,3,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,4,CBlock,2,4,3,2,394.0,6,0.0,586.0,980.0,GasA,4,1,SBrkr,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,6,1,5,Attchd,3,2.0,496.0,5,2,228,66,156,0,0,3,2,Shed,500,4,WD,Normal,196500.0,32,32,32.0,2694.0
RL,75.0,12508,1,1,0,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,2,4,2,0,660.0,6,0.0,323.0,983.0,GasA,0,1,SBrkr,983,767,0,1750,1.0,0.0,2,0,4,1,3,7,4,0,3,Attchd,3,1.0,423.0,5,2,245,0,156,0,0,3,4,Shed,1300,2,WD,Normal,160000.0,80,35,31.0,2733.0
RL,70.0,9100,1,1,3,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,2,24.0,6,0.0,1836.0,1860.0,GasA,0,1,SBrkr,1836,0,0,1836,0.0,0.0,2,0,3,1,2,8,6,1,2,Attchd,0,2.0,484.0,5,2,120,33,0,0,0,3,4,None,0,0,WD,Normal,216837.0,16,15,16.0,3696.0
RL,47.0,53504,1,1,1,HLS,AllPub,CulDSac,1,StoneBr,Norm,Norm,1Fam,2Story,8,4,Hip,CompShg,CemntBd,Wd Shng,BrkFace,603.0,0,4,PConc,2,4,1,0,1416.0,6,0.0,234.0,1650.0,GasA,0,1,SBrkr,1690,1589,0,3279,1.0,0.0,3,1,4,1,0,12,4,1,2,BuiltIn,0,3.0,841.0,5,2,503,36,0,0,210,3,4,None,0,4,WD,Normal,538000.0,17,17,17.0,4929.0
RL,71.062,7252,1,1,0,Lvl,AllPub,CulDSac,0,Sawyer,Norm,Norm,1Fam,SFoyer,5,4,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,2,4,0,2,685.0,6,0.0,173.0,858.0,GasA,4,1,SBrkr,858,0,0,858,1.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,3,2.0,576.0,5,2,120,0,0,0,0,3,4,None,0,3,WD,Normal,134900.0,38,38,37.0,1716.0
RL,67.0,8877,1,1,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,1,0,3,3,836.0,6,0.0,0.0,836.0,GasA,4,1,FuseF,1220,0,0,1220,0.0,0.0,1,0,2,1,3,6,6,0,3,Detchd,3,2.0,396.0,5,2,0,0,0,0,0,3,4,None,0,0,COD,Normal,102000.0,69,69,69.0,2056.0
RL,94.0,7819,1,1,3,Lvl,AllPub,Inside,0,Edwards,Norm,Norm,1Fam,SLvl,6,4,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,0,0,422.0,1,127.0,480.0,1029.0,GasA,4,1,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,3,6,6,1,5,Detchd,3,2.0,672.0,5,2,144,0,0,0,0,3,2,None,0,4,WD,Abnorml,107000.0,44,44,44.0,2146.0
RL,70.0,10150,1,1,3,Lvl,AllPub,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,3,4,CBlock,4,4,3,5,456.0,6,0.0,456.0,912.0,GasA,0,1,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,3,5,6,0,3,Attchd,2,1.0,275.0,5,2,0,0,0,0,0,3,4,None,0,1,COD,Normal,114500.0,62,62,62.0,1824.0
RL,110.0,14226,1,1,3,Lvl,AllPub,Corner,0,NridgHt,Norm,Norm,1Fam,1Story,8,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,2,4,PConc,2,4,0,6,0.0,6,0.0,1935.0,1935.0,GasA,2,1,SBrkr,1973,0,0,1973,0.0,0.0,2,0,3,1,2,9,6,1,2,Attchd,0,3.0,895.0,5,2,315,45,0,0,0,3,4,None,0,1,New,Partial,395000.0,14,14,14.0,3908.0
RM,32.0,4500,1,1,3,Lvl,AllPub,FR2,0,Mitchel,Norm,Norm,TwnhsE,1Story,6,4,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,3,4,PConc,0,4,3,2,866.0,6,0.0,338.0,1204.0,GasA,0,1,SBrkr,1204,0,0,1204,1.0,0.0,2,0,2,1,3,5,6,0,3,Attchd,0,2.0,412.0,5,2,0,247,0,0,0,3,4,None,0,3,WD,Normal,162000.0,22,22,22.0,2408.0
RL,86.0,11210,1,1,0,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,2,4,PConc,2,4,0,2,20.0,6,0.0,1594.0,1614.0,GasA,0,1,SBrkr,1614,0,0,1614,0.0,0.0,2,0,3,1,2,7,6,0,3,Attchd,2,3.0,865.0,5,2,144,59,0,0,0,3,4,None,0,0,New,Partial,221500.0,15,14,15.0,3228.0
RL,100.0,13350,1,1,0,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,4,3,0,762.0,6,0.0,102.0,864.0,GasA,4,1,SBrkr,894,0,0,894,1.0,0.0,1,0,3,1,3,5,6,1,1,Attchd,3,2.0,440.0,5,2,241,0,0,0,0,3,2,None,0,0,WD,Normal,142500.0,46,46,46.0,1758.0
RH,60.0,8400,1,1,3,Lvl,AllPub,Inside,0,SawyerW,Feedr,Norm,Duplex,1Story,5,4,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,3,4,Slab,3,2,4,4,0.0,4,0.0,0.0,0.0,GasA,4,1,SBrkr,2020,0,0,2020,0.0,0.0,2,0,4,2,3,10,6,2,5,Detchd,3,2.0,630.0,5,2,0,0,0,0,0,3,4,None,0,1,WD,Normal,144000.0,43,43,43.0,2020.0
RL,78.0,10530,1,1,3,Lvl,AllPub,Inside,0,Mitchel,Norm,Norm,Duplex,SFoyer,6,4,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,3,4,CBlock,2,4,1,2,975.0,6,0.0,0.0,975.0,GasA,4,1,SBrkr,1004,0,0,1004,1.0,0.0,1,0,2,1,3,4,6,0,3,Attchd,3,2.0,504.0,5,2,0,0,0,0,0,3,4,None,0,0,WD,Normal,135000.0,43,43,43.0,1979.0
RL,63.0,7875,1,1,3,Lvl,AllPub,Inside,0,Gilbert,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,3,4,PConc,2,1,3,6,0.0,6,0.0,1237.0,1237.0,GasA,2,1,SBrkr,1253,0,0,1253,0.0,0.0,2,0,3,1,3,6,6,1,5,Attchd,0,2.0,402.0,5,2,220,21,0,0,0,3,4,None,0,1,WD,Normal,176000.0,25,24,25.0,2490.0
RL,65.0,7153,1,1,3,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,2,4,3,0,387.0,6,0.0,374.0,761.0,GasA,0,1,SBrkr,810,793,0,1603,0.0,0.0,2,1,3,1,2,7,6,0,3,Attchd,2,2.0,484.0,5,2,0,124,0,0,0,3,4,None,0,0,WD,Normal,175900.0,28,28,28.0,2364.0
RL,67.0,16285,1,1,1,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1413.0,1413.0,GasA,0,1,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,2,2.0,605.0,5,2,0,33,0,0,0,3,4,None,0,3,WD,Normal,187100.0,19,18,19.0,2843.0
RL,71.026,9101,1,1,0,Lvl,AllPub,Corner,0,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,3,2,PConc,2,4,0,2,1097.0,6,0.0,0.0,1097.0,GasA,0,1,SBrkr,1110,0,0,1110,1.0,0.0,1,0,1,1,2,4,6,1,5,Attchd,0,2.0,602.0,5,2,303,30,0,0,0,3,4,None,0,3,WD,Normal,165500.0,42,42,42.0,2207.0
RM,35.0,6300,1,0,3,Lvl,AllPub,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,742.0,742.0,GasA,0,1,SBrkr,742,742,0,1484,0.0,0.0,2,0,3,1,3,9,6,1,2,None,1,0.0,0.0,3,2,0,291,134,0,0,3,4,None,0,2,WD,Normal,128000.0,106,19,106.0,2226.0
RL,78.704,9790,1,1,3,Lvl,AllPub,Inside,0,NWAmes,Feedr,Norm,1Fam,1Story,6,4,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,5,251.0,3,630.0,491.0,1372.0,GasA,4,1,SBrkr,1342,0,0,1342,0.0,0.0,2,0,3,1,3,7,6,1,2,Attchd,3,2.0,457.0,5,2,0,0,0,0,197,3,4,None,0,3,WD,Normal,161500.0,53,53,53.0,2714.0
RM,60.0,10800,1,1,3,Lvl,AllPub,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,1,4,3,3,686.0,6,0.0,0.0,686.0,GasA,4,1,SBrkr,966,686,0,1652,1.0,0.0,2,0,4,1,3,7,6,0,3,Detchd,3,1.0,416.0,5,2,0,0,196,0,0,3,4,Shed,1200,4,WD,Normal,139000.0,105,70,59.0,2338.0
RL,76.0,10142,1,1,0,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,2,656.0,6,0.0,300.0,956.0,GasA,0,1,SBrkr,956,1128,0,2084,1.0,0.0,2,1,4,1,2,8,6,0,3,BuiltIn,2,2.0,618.0,5,2,0,45,0,0,0,3,4,None,0,4,WD,Normal,233000.0,16,16,16.0,3040.0
RM,50.0,6000,1,1,3,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,901.0,901.0,GasA,0,1,SBrkr,901,0,0,901,0.0,0.0,1,0,2,1,3,4,6,0,3,Detchd,3,1.0,281.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Normal,107900.0,66,20,66.0,1802.0
RL,76.02,12205,1,1,0,Low,AllPub,Inside,0,ClearCr,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,3,4,CBlock,4,0,1,3,568.0,6,0.0,264.0,832.0,GasA,2,1,SBrkr,976,1111,0,2087,0.0,0.0,2,1,5,1,2,9,6,0,3,Attchd,0,2.0,444.0,5,2,133,168,0,0,0,3,4,None,0,1,WD,Normal,187500.0,54,13,54.0,2919.0
RL,43.0,3182,1,1,3,Lvl,AllPub,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,2,4,PConc,2,4,3,2,16.0,6,0.0,1129.0,1145.0,GasA,0,1,SBrkr,1145,0,0,1145,0.0,0.0,2,0,2,1,2,5,6,1,2,Attchd,0,2.0,397.0,5,2,100,16,0,0,0,3,4,None,0,3,WD,Normal,160200.0,15,14,15.0,2290.0
RL,90.87,11333,1,1,0,Lvl,AllPub,Corner,0,Mitchel,Norm,Norm,1Fam,SLvl,6,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,2,4,0,0,539.0,6,0.0,490.0,1029.0,GasA,4,1,SBrkr,1062,0,0,1062,1.0,0.0,1,0,3,1,3,5,6,2,5,Attchd,2,2.0,539.0,5,2,120,0,0,0,0,3,4,None,0,1,WD,Normal,146800.0,44,44,44.0,2091.0
RL,92.0,9920,1,1,0,Lvl,AllPub,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,0,2,862.0,6,0.0,255.0,1117.0,GasA,0,1,SBrkr,1127,886,0,2013,1.0,0.0,2,1,3,1,3,8,6,1,5,Attchd,3,2.0,455.0,5,2,180,130,0,0,0,3,4,None,0,1,WD,Normal,269790.0,24,23,23.0,3130.0
RL,76.0,9158,1,1,3,Lvl,AllPub,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,4,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,2,4,PConc,2,4,0,6,0.0,6,0.0,1496.0,1496.0,GasA,0,1,SBrkr,1496,0,0,1496,0.0,0.0,2,0,3,1,2,7,6,0,3,Attchd,0,2.0,474.0,5,2,168,130,0,0,0,3,4,None,0,1,New,Partial,225000.0,13,13,13.0,2992.0
RL,95.016,10832,1,1,0,Lvl,AllPub,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,3,6,0.0,6,0.0,712.0,712.0,GasA,0,1,SBrkr,1086,809,0,1895,0.0,0.0,2,1,3,1,2,7,6,1,5,Attchd,0,2.0,409.0,5,2,143,46,0,0,0,3,4,Shed,500,2,WD,Normal,194500.0,26,24,26.0,2607.0
RL,70.0,8400,1,1,3,Lvl,AllPub,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,3,4,CBlock,2,4,3,6,0.0,6,0.0,650.0,650.0,GasA,4,1,SBrkr,888,676,0,1564,0.0,0.0,2,1,3,1,3,7,6,1,5,Attchd,3,2.0,476.0,5,2,0,50,0,0,204,3,2,None,0,4,WD,Normal,171000.0,40,39,40.0,2214.0
RL,71.0,8197,1,1,3,Lvl,AllPub,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,6,4,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,660.0,660.0,GasA,0,1,SBrkr,1285,0,0,1285,0.0,0.0,1,1,3,1,3,7,6,1,5,Attchd,2,2.0,528.0,5,2,138,0,0,0,0,3,2,None,0,1,WD,Normal,143500.0,43,43,43.0,1945.0
RL,57.0,7677,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,3,1,570.0,6,0.0,203.0,773.0,GasA,2,1,SBrkr,773,0,0,773,0.0,0.0,1,0,2,1,3,4,6,0,3,Attchd,3,1.0,240.0,5,2,0,0,0,0,0,3,4,None,0,2,WD,Abnorml,110000.0,67,67,67.0,1546.0
RL,104.0,13518,1,1,3,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,4,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,0,4,PConc,0,4,3,6,0.0,6,0.0,1926.0,1926.0,GasA,0,1,SBrkr,1966,1174,0,3140,0.0,0.0,3,1,4,1,0,11,6,2,2,BuiltIn,0,3.0,820.0,5,2,144,78,0,0,0,3,4,None,0,3,New,Partial,485000.0,12,11,11.0,5066.0
RL,60.0,7200,1,1,3,Lvl,AllPub,Corner,0,SWISU,Feedr,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,3,4,BrkTil,2,4,3,0,569.0,6,0.0,162.0,731.0,GasA,0,1,SBrkr,981,787,0,1768,1.0,0.0,1,1,3,1,2,7,6,2,5,Detchd,3,1.0,240.0,5,2,0,0,264,0,0,3,2,None,0,1,WD,Normal,175000.0,83,70,81.0,2499.0
RL,79.0,12798,1,1,0,HLS,AllPub,Inside,1,ClearCr,Feedr,Norm,1Fam,2Story,6,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,1,2,462.0,6,0.0,154.0,616.0,GasA,2,1,SBrkr,616,1072,0,1688,1.0,0.0,2,1,4,1,2,8,6,0,3,Attchd,2,2.0,603.0,5,2,403,114,185,0,0,3,4,Shed,400,2,WD,Normal,200000.0,23,23,23.0,2304.0
RM,40.0,4800,1,1,3,Lvl,AllPub,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,3,197.0,6,0.0,999.0,1196.0,GasA,0,1,FuseA,1196,0,0,1196,1.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,3,2.0,440.0,5,2,0,0,0,0,0,3,4,None,0,1,WD,Normal,109900.0,104,30,63.0,2392.0
RL,63.0,8199,1,1,3,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,4,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,4,PConc,2,4,0,2,648.0,6,0.0,80.0,728.0,GasA,0,1,SBrkr,728,728,0,1456,1.0,0.0,2,1,3,1,2,7,6,1,2,Attchd,0,2.0,410.0,5,2,36,18,0,0,0,3,4,None,0,2,WD,Normal,189000.0,15,15,15.0,2184.0
RL,107.0,13891,1,1,3,Lvl,AllPub,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,4,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,0,4,PConc,0,4,1,6,0.0,6,0.0,1734.0,1734.0,GasA,0,1,SBrkr,1734,1088,0,2822,0.0,0.0,3,1,4,1,0,12,6,1,2,BuiltIn,2,3.0,1020.0,5,2,52,170,0,0,192,3,4,None,0,3,New,Partial,582933.0,12,11,11.0,4556.0
RL,75.0,9000,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,3,812.0,6,0.0,124.0,936.0,GasA,4,1,SBrkr,1128,0,0,1128,0.0,0.0,1,0,2,1,3,5,2,0,3,Attchd,3,1.0,286.0,5,2,0,0,0,0,0,3,1,None,0,0,WD,Family,118000.0,66,66,66.0,2064.0
RL,91.0,12274,1,1,0,Lvl,AllPub,FR2,0,Somerst,Norm,Norm,1Fam,1Story,7,4,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1417.0,1417.0,GasA,0,1,SBrkr,1428,0,0,1428,0.0,0.0,2,0,3,1,0,6,6,0,3,Attchd,2,2.0,554.0,5,2,0,60,0,0,0,3,4,None,0,2,New,Partial,227680.0,12,12,12.0,2845.0
RL,75.0,9750,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,5,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,4,0,0,400.0,5,480.0,100.0,980.0,GasA,2,1,SBrkr,980,0,0,980,0.0,0.0,2,0,3,1,3,6,6,0,3,Attchd,0,1.0,384.0,5,2,68,0,0,0,0,3,4,None,0,0,WD,Normal,135500.0,53,53,53.0,1960.0
RL,144.0,21384,1,1,3,Lvl,AllPub,Inside,0,BrkSide,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,1,2,1309.0,6,0.0,15.0,1324.0,GasA,0,1,SBrkr,1072,504,0,1576,2.0,0.0,1,1,3,1,2,6,6,1,5,Attchd,2,2.0,528.0,5,2,0,312,0,0,0,3,4,None,0,3,WD,Normal,223500.0,97,16,97.0,2900.0
RL,85.0,13400,1,1,3,Lvl,AllPub,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,5,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,3,4,CBlock,4,4,0,0,516.0,1,128.0,380.0,1024.0,GasA,4,1,SBrkr,1086,0,0,1086,1.0,0.0,1,0,3,1,3,6,6,1,2,Attchd,2,2.0,484.0,5,2,0,0,0,0,0,3,1,None,0,0,WD,Normal,159950.0,54,54,54.0,2110.0
RM,90.0,8100,1,1,3,Lvl,AllPub,Corner,0,OldTown,Norm,Norm,1Fam,2.5Unf,5,4,Hip,CompShg,AsbShng,AsbShng,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,849.0,849.0,GasA,4,0,FuseA,1075,1063,0,2138,0.0,0.0,2,0,2,3,3,11,6,0,3,Detchd,3,2.0,360.0,4,0,40,156,0,0,0,3,2,None,0,3,WD,Normal,106000.0,122,55,110.0,2987.0
RL,78.0,10140,1,1,3,Lvl,AllPub,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,4,CBlock,4,4,3,0,663.0,3,377.0,0.0,1040.0,GasA,1,1,SBrkr,1309,0,0,1309,1.0,0.0,1,1,3,1,2,5,6,1,1,Attchd,2,2.0,484.0,5,2,265,0,0,0,0,1,0,None,0,0,WD,Normal,181000.0,46,21,46.0,2349.0
RM,36.872828571428535,4438,1,1,3,Lvl,AllPub,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,4,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,2,4,PConc,2,4,1,2,662.0,6,0.0,186.0,848.0,GasA,0,1,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,2,4,6,1,2,Attchd,0,2.0,420.0,5,2,140,0,0,0,0,3,4,None,0,2,ConLD,Normal,144500.0,16,16,16.0,1696.0
